Product,Capacity,Length,Width,Thickness,Voltage
LP352730,230,30,27,3.5,3.7
LP352535,270,35,25,3.5,3.7
LP352830,270,30,28,3.5,3.7
LP351650,275,50,16,3.5,3.7
LP351752,275,52,17,3.5,3.7
LP351560,300,60,15,3.5,3.7
LP352044,300,44,20,3.5,3.7
LP352828,300,28,28,3.5,3.7
LP353030,300,30,30,3.5,3.7
LP352534,310,34,25,3.5,3.7
LP352544,320,44,25,3.5,3.7
LP353130,320,30,31,3.5,3.7
LP353040,330,40,30,3.5,3.7
LP352545,350,45,25,3.5,3.7
LP351672,360,72,16,3.5,3.7
LP353035,360,35,30,3.5,3.7
LP352745,400,45,27,3.5,3.7
LP352065,420,65,20,3.5,3.7
LP353338,420,38,33,3.5,3.7
LP352743,430,43,27,3.5,3.7
LP352070,450,70,20,3.5,3.7
LP352073,450,73,20,3.5,3.7
LP353737,450,37,37,3.5,3.7
LP352074,460,74,20,3.5,3.7
LP353045,480,45,30,3.5,3.7
LP353048,500,48,30,3.5,3.7
LP353450,500,50,34,3.5,3.7
LP353543,500,43,35,3.5,3.7
LP353841,500,41,38,3.5,3.7
LP352261,510,61,22,3.5,3.7
LP353540,520,40,35,3.5,3.7
LP353448,550,48,34,3.5,3.7
LP353538,550,38,35,3.5,3.7
LP353442,580,42,34,3.5,3.7
LP352572,600,72,25,3.5,3.7
LP353562,750,62,35,3.5,3.7
LP354053,750,53,40,3.5,3.7
LP354355,800,55,43,3.5,3.7
LP354855,900,55,48,3.5,3.7
LP353283,930,83,32,3.5,3.7
LP354464,1100,64,44,3.5,3.7
LP355250,1100,50,52,3.5,3.7
LP354278,1200,78,42,3.5,3.7
LP354880,1500,80,48,3.5,3.7
LP355572,1500,72,55,3.5,3.7
LP353390,1560,90,33,3.5,3.7
LP355771,1600,71,57,3.5,3.7
LP356595,1600,95,65,3.5,3.7
LP355668,1700,68,56,3.5,3.7
LP355670,1700,70,56,3.5,3.7
LP355870,1700,70,58,3.5,3.7
LP355088,1800,88,50,3.5,3.7
LP3542108,1900,108,42,3.5,3.7
LP355878,1900,78,58,3.5,3.7
LP356484,1900,84,64,3.5,3.7
LP356874,1900,74,68,3.5,3.7
LP353993,1960,93,39,3.5,3.7
LP354196,1970,96,41,3.5,3.7
LP355380,2000,80,53,3.5,3.7
LP355877,2000,77,58,3.5,3.7
LP355975,2000,75,59,3.5,3.7
LP356070,2000,70,60,3.5,3.7
LP356078,2000,78,60,3.5,3.7
LP356269,2000,69,62,3.5,3.7
LP356477,2000,77,64,3.5,3.7
LP356392,2100,92,63,3.5,3.7
LP356895,2100,95,68,3.5,3.7
LP355597,2200,97,55,3.5,3.7
LP355895,2200,95,58,3.5,3.7
LP356075,2200,75,60,3.5,3.7
LP356590,2200,90,65,3.5,3.7
LP356585,2300,85,65,3.5,3.7
LP3551115,2400,115,51,3.5,3.7
LP356095,2400,95,60,3.5,3.7
LP3567100,2400,100,67,3.5,3.7
LP3555135,2450,135,55,3.5,3.7
LP357093,2500,93,70,3.5,3.7
LP357099,2500,99,70,3.5,3.7
LP356093,2600,93,60,3.5,3.7
LP3562100,2600,100,62,3.5,3.7
LP357090,2600,90,70,3.5,3.7
LP357092,2600,92,70,3.5,3.7
LP356088,2650,88,60,3.5,3.7
LP3553125,2700,125,53,3.5,3.7
LP3560108,2700,108,60,3.5,3.7
LP357095,2700,95,70,3.5,3.7
LP357098,2700,98,70,3.5,3.7
LP355592,2750,92,55,3.5,3.7
LP3548119,2800,119,48,3.5,3.7
LP357295,2800,95,72,3.5,3.7
LP356683,2850,83,66,3.5,3.7
LP3548118,2900,118,48,3.5,3.7
LP3549108,2900,108,49,3.5,3.7
LP3553140,2900,140,53,3.5,3.7
LP3549109,2910,109,49,3.5,3.7
LP3557122,3000,122,57,3.5,3.7
LP3564120,3000,120,64,3.5,3.7
LP3565100,3000,100,65,3.5,3.7
LP3573115,3000,115,73,3.5,3.7
LP357595,3000,95,75,3.5,3.7
LP3558145,3500,145,58,3.5,3.7
LP3561125,3500,125,61,3.5,3.7
LP359095,3500,95,90,3.5,3.7
LP358992,3600,92,89,3.5,3.7
LP3598100,3600,100,98,3.5,3.7
LP359694,3900,94,96,3.5,3.7
LP3548180,4000,180,48,3.5,3.7
LP3552175,4000,175,52,3.5,3.7
LP3574122,4000,122,74,3.5,3.7
LP3580116,4000,116,80,3.5,3.7
LP3510098,4500,98,100,3.5,3.7
LP3596105,5000,105,96,3.5,3.7
LP360820,40,20,8,3.6,3.7
LP360919,45,19,9,3.6,3.7
LP361225,70,25,12,3.6,3.7
LP361122,75,22,11,3.6,3.7
LP361422,90,22,14,3.6,3.7
LP361222,100,22,12,3.6,3.7
LP361720,105,20,17,3.6,3.7
LP361150,130,50,11,3.6,3.7
LP360946,180,46,9,3.6,3.7
LP362033,180,33,20,3.6,3.7
LP362133,230,33,21,3.6,3.7
LP362227,240,27,22,3.6,3.7
LP362630,340,30,26,3.6,3.7
LP362935,350,35,29,3.6,3.7
LP363450,500,50,34,3.6,3.7
LP363650,700,50,36,3.6,3.7
LP364451,880,51,44,3.6,3.7
LP364551,880,51,45,3.6,3.7
LP365157,1130,57,51,3.6,3.7
LP363291,1200,91,32,3.6,3.7
LP363491,1300,91,34,3.6,3.7
LP363783,1300,83,37,3.6,3.7
LP363290,1500,90,32,3.6,3.7
LP363391,1550,91,33,3.6,3.7
LP363390,1560,90,33,3.6,3.7
LP364197,1700,97,41,3.6,3.7
LP364880,1800,80,48,3.6,3.7
LP365275,1800,75,52,3.6,3.7
LP364894,1850,94,48,3.6,3.7
LP365481,1850,81,54,3.6,3.7
LP365667,1900,67,56,3.6,3.7
LP366173,1900,73,61,3.6,3.7
LP363993,1960,93,39,3.6,3.7
LP366376,2000,76,63,3.6,3.7
LP366584,2000,84,65,3.6,3.7
LP3645110,2100,110,45,3.6,3.7
LP365770,2100,70,57,3.6,3.7
LP365290,2200,90,52,3.6,3.7
LP3652103,2300,103,52,3.6,3.7
LP366090,2300,90,60,3.6,3.7
LP366685,2400,85,66,3.6,3.7
LP366785,2500,85,67,3.6,3.7
LP3660104,2600,104,60,3.6,3.7
LP3657118,3000,118,57,3.6,3.7
LP3657122,3000,122,57,3.6,3.7
LP3660112,3000,112,60,3.6,3.7
LP368286,3000,86,82,3.6,3.7
LP369079,3150,79,90,3.6,3.7
LP3654134,3450,134,54,3.6,3.7
LP3672125,4000,125,72,3.6,3.7
LP3677110,36000,110,77,3.6,3.7
LP370821,40,21,8,3.7,3.7
LP370730,50,30,7,3.7,3.7
LP371022,55,22,10,3.7,3.7
LP371023,60,23,10,3.7,3.7
LP371218,60,18,12,3.7,3.7
LP371520,65,20,15,3.7,3.7
LP371223,70,23,12,3.7,3.7
LP371030,85,30,10,3.7,3.7
LP371426,100,26,14,3.7,3.7
LP371040,105,40,10,3.7,3.7
LP371229,110,29,12,3.7,3.7
LP371230,110,30,12,3.7,3.7
LP371538,180,38,15,3.7,3.7
LP372527,250,27,25,3.7,3.7
LP372528,250,28,25,3.7,3.7
LP372727,280,27,27,3.7,3.7
LP372428,290,28,24,3.7,3.7
LP372835,300,35,28,3.7,3.7
LP373031,300,31,30,3.7,3.7
LP372035,310,35,20,3.7,3.7
LP372735,310,35,27,3.7,3.7
LP372927,350,27,29,3.7,3.7
LP373036,350,36,30,3.7,3.7
LP372533,360,33,25,3.7,3.7
LP374036,400,36,40,3.7,3.7
LP373045,480,45,30,3.7,3.7
LP373442,480,42,34,3.7,3.7
LP373540,500,40,35,3.7,3.7
LP373645,550,45,36,3.7,3.7
LP373048,580,48,30,3.7,3.7
LP373258,870,58,32,3.7,3.7
LP373260,900,60,32,3.7,3.7
LP374446,900,46,44,3.7,3.7
LP375056,1000,56,50,3.7,3.7
LP374448,1020,48,44,3.7,3.7
LP375053,1100,53,50,3.7,3.7
LP374085,1400,85,40,3.7,3.7
LP375085,1500,85,50,3.7,3.7
LP376064,1700,64,60,3.7,3.7
LP375981,2500,81,59,3.7,3.7
LP3774108,2500,108,74,3.7,3.7
LP3765125,2650,125,65,3.7,3.7
LP377798,2650,98,77,3.7,3.7
LP377095,2800,95,70,3.7,3.7
LP376798,2900,98,67,3.7,3.7
LP378481,3000,81,84,3.7,3.7
LP3768110,3300,110,68,3.7,3.7
LP3766125,3600,125,66,3.7,3.7
LP3759124,3750,124,59,3.7,3.7
LP3770115,3750,115,70,3.7,3.7
LP3765130,4000,130,65,3.7,3.7
LP377297,4030,97,72,3.7,3.7
LP3790120,4700,120,90,3.7,3.7
LP3782110,4800,110,82,3.7,3.7
LP3710398,5000,98,103,3.7,3.7
LP381213,35,13,12,3.8,3.7
LP380833,50,33,8,3.8,3.7
LP380920,50,20,9,3.8,3.7
LP381020,50,20,10,3.8,3.7
LP380829,58,29,8,3.8,3.7
LP380928,58,28,9,3.8,3.7
LP380929,60,29,9,3.8,3.7
LP381219,60,19,12,3.8,3.7
LP380926,70,26,9,3.8,3.7
LP381028,70,28,10,3.8,3.7
LP381025,72,25,10,3.8,3.7
LP381223,72,23,12,3.8,3.7
LP380930,80,30,9,3.8,3.7
LP381029,80,29,10,3.8,3.7
LP381030,85,30,10,3.8,3.7
LP381230,100,30,12,3.8,3.7
LP381525,100,25,15,3.8,3.7
LP381528,100,28,15,3.8,3.7
LP381524,110,24,15,3.8,3.7
LP381530,110,30,15,3.8,3.7
LP381725,110,25,17,3.8,3.7
LP382120,110,20,21,3.8,3.7
LP381921,130,21,19,3.8,3.7
LP381922,130,22,19,3.8,3.7
LP382025,150,25,20,3.8,3.7
LP382225,180,25,22,3.8,3.7
LP382525,190,25,25,3.8,3.7
LP382128,225,28,21,3.8,3.7
LP382530,230,30,25,3.8,3.7
LP382427,250,27,24,3.8,3.7
LP382730,270,30,27,3.8,3.7
LP382829,300,29,28,3.8,3.7
LP383034,300,34,30,3.8,3.7
LP381468,340,68,14,3.8,3.7
LP382746,450,46,27,3.8,3.7
LP382844,450,44,28,3.8,3.7
LP384529,590,29,45,3.8,3.7
LP383242,600,42,32,3.8,3.7
LP383455,600,55,34,3.8,3.7
LP383450,650,50,34,3.8,3.7
LP382560,680,60,25,3.8,3.7
LP383562,840,62,35,3.8,3.7
LP384046,840,46,40,3.8,3.7
LP382780,850,80,27,3.8,3.7
LP383560,850,60,35,3.8,3.7
LP384448,1000,48,44,3.8,3.7
LP383493,1200,93,34,3.8,3.7
LP384070,1200,70,40,3.8,3.7
LP384278,1400,78,42,3.8,3.7
LP3830120,1500,120,30,3.8,3.7
LP384473,1500,73,44,3.8,3.7
LP385068,1500,68,50,3.8,3.7
LP385085,1600,85,50,3.8,3.7
LP385465,1600,65,54,3.8,3.7
LP387055,1700,55,70,3.8,3.7
LP387385,1700,85,73,3.8,3.7
LP384984,1800,84,49,3.8,3.7
LP385185,1800,85,51,3.8,3.7
LP385868,1800,68,58,3.8,3.7
LP385871,1800,71,58,3.8,3.7
LP385565,1900,65,55,3.8,3.7
LP384895,2000,95,48,3.8,3.7
LP386272,2000,72,62,3.8,3.7
LP387078,2000,78,70,3.8,3.7
LP386086,2200,86,60,3.8,3.7
LP386285,2200,85,62,3.8,3.7
LP386479,2200,79,64,3.8,3.7
LP385390,2250,90,53,3.8,3.7
LP384693,2300,93,46,3.8,3.7
LP385593,2400,93,55,3.8,3.7
LP386587,2500,87,65,3.8,3.7
LP385880,2650,80,58,3.8,3.7
LP385882,2650,82,58,3.8,3.7
LP387295,2650,95,72,3.8,3.7
LP3859102,2700,102,59,3.8,3.7
LP387092,2800,92,70,3.8,3.7
LP3846143,2900,143,46,3.8,3.7
LP386795,2900,95,67,3.8,3.7
LP3860109,3000,109,60,3.8,3.7
LP386098,3000,98,60,3.8,3.7
LP387490,3000,90,74,3.8,3.7
LP389573,3250,73,95,3.8,3.7
LP388484,3600,84,84,3.8,3.7
LP3848143,3800,143,48,3.8,3.7
LP3857150,4000,150,57,3.8,3.7
LP3866130,4050,130,66,3.8,3.7
LP3870129,4100,129,70,3.8,3.7
LP3879137,5000,137,79,3.8,3.7
LP390819,35,19,8,3.9,3.7
LP391114,40,14,11,3.9,3.7
LP391119,50,19,11,3.9,3.7
LP390829,60,29,8,3.9,3.7
LP391720,60,20,17,3.9,3.7
LP391520,70,20,15,3.9,3.7
LP391323,90,23,13,3.9,3.7
LP391522,90,22,15,3.9,3.7
LP392020,110,20,20,3.9,3.7
LP391625,180,25,16,3.9,3.7
LP392121,180,21,21,3.9,3.7
LP392725,230,25,27,3.9,3.7
LP392530,250,30,25,3.9,3.7
LP392826,260,26,28,3.9,3.7
LP393027,320,27,30,3.9,3.7
LP392234,350,34,22,3.9,3.7
LP392255,450,55,22,3.9,3.7
LP392245,450,45,22,3.9,3.7
LP392253,540,53,22,3.9,3.7
LP392270,600,70,22,3.9,3.7
LP393447,650,47,34,3.9,3.7
LP393449,650,49,34,3.9,3.7
LP393258,700,58,32,3.9,3.7
LP393450,700,50,34,3.9,3.7
LP393658,850,58,36,3.9,3.7
LP393763,1000,63,37,3.9,3.7
LP394864,1400,64,48,3.9,3.7
LP3925149,1500,149,25,3.9,3.7
LP396852,1500,52,68,3.9,3.7
LP395471,1700,71,54,3.9,3.7
LP395365,1800,65,53,3.9,3.7
LP395081,1820,81,50,3.9,3.7
LP396169,1900,69,61,3.9,3.7
LP394594,2000,94,45,3.9,3.7
LP394595,2000,95,45,3.9,3.7
LP395575,2000,75,55,3.9,3.7
LP396067,2000,67,60,3.9,3.7
LP396079,2000,79,60,3.9,3.7
LP394796,2100,96,47,3.9,3.7
LP396176,2100,76,61,3.9,3.7
LP396585,2200,85,65,3.9,3.7
LP395292,2400,92,52,3.9,3.7
LP395495,2400,95,54,3.9,3.7
LP396281,2500,81,62,3.9,3.7
LP396391,2600,91,63,3.9,3.7
LP3969100,3200,100,69,3.9,3.7
LP398086,3200,86,80,3.9,3.7
LP396690,3250,90,66,3.9,3.7
LP3970125,4000,125,70,3.9,3.7
LP3977128,4600,128,77,3.9,3.7
LP400912,20,12,9,4,3.7
LP420815,25,15,8,4.2,3.7
LP420813,26,13,8,4.2,3.7
LP450815,30,15,8,4.5,3.7
LP451113,33,13,11,4.5,3.7
LP400822,35,22,8,4,3.7
LP400920,40,20,9,4,3.7
LP401015,40,15,10,4,3.7
LP401017,40,17,10,4,3.7
LP401214,40,14,12,4,3.7
LP401215,40,15,12,4,3.7
LP420917,40,17,9,4.2,3.7
LP420919,40,19,9,4.2,3.7
LP451015,40,15,10,4.5,3.7
LP451313,42,13,13,4.5,3.7
LP471213,42,13,12,4.7,3.7
LP451213,45,13,12,4.5,3.7
LP400922,50,22,9,4,3.7
LP401019,50,19,10,4,3.7
LP401314,50,14,13,4,3.7
LP401315,50,15,13,4,3.7
LP401322,50,22,13,4,3.7
LP450920,50,20,9,4.5,3.7
LP451020,50,20,10,4.5,3.7
LP461119,50,19,11,4.6,3.7
LP481013,50,13,10,4.8,3.7
LP481015,50,15,10,4.8,3.7
LP491115,50,15,11,4.9,3.7
LP401020,55,20,10,4,3.7
LP401119,55,19,11,4,3.7
LP401120,55,20,11,4,3.7
LP450824,55,24,8,4.5,3.7
LP450825,55,25,8,4.5,3.7
LP481018,55,18,10,4.8,3.7
LP400824,60,24,8,4,3.7
LP401219,60,19,12,4,3.7
LP401517,60,17,15,4,3.7
LP431415,60,15,14,4.3,3.7
LP441119,60,19,11,4.4,3.7
LP441217,60,17,12,4.4,3.7
LP451218,60,18,12,4.5,3.7
LP451515,60,15,15,4.5,3.7
LP401515,62,15,15,4,3.7
LP401025,65,25,10,4,3.7
LP401123,65,23,11,4,3.7
LP401324,65,24,13,4,3.7
LP430928,65,28,9,4.3,3.7
LP430929,65,29,9,4.3,3.7
LP481119,65,19,11,4.8,3.7
LP400925,70,25,9,4,3.7
LP400926,70,26,9,4,3.7
LP400927,70,27,9,4,3.7
LP400929,70,29,9,4,3.7
LP401221,70,21,12,4,3.7
LP420828,70,28,8,4.2,3.7
LP430927,70,27,9,4.3,3.7
LP451220,70,20,12,4.5,3.7
LP451417,70,17,14,4.5,3.7
LP451717,70,17,17,4.5,3.7
LP461417,70,17,14,4.6,3.7
LP481220,70,20,12,4.8,3.7
LP400830,75,30,8,4,3.7
LP400928,75,28,9,4,3.7
LP451219,75,19,12,4.5,3.7
LP480833,75,33,8,4.8,3.7
LP401223,78,23,12,4,3.7
LP401233,78,33,12,4,3.7
LP400735,80,35,7,4,3.7
LP401124,80,24,11,4,3.7
LP401220,80,20,12,4,3.7
LP401222,80,22,12,4,3.7
LP401225,80,25,12,4,3.7
LP401421,80,21,14,4,3.7
LP450829,80,29,8,4.5,3.7
LP451419,80,19,14,4.5,3.7
LP471518,80,18,15,4.7,3.7
LP481516,80,16,15,4.8,3.7
LP401029,85,29,10,4,3.7
LP421214,85,14,12,4.2,3.7
LP400834,90,34,8,4,3.7
LP400930,90,30,9,4,3.7
LP401030,90,30,10,4,3.7
LP401226,90,26,12,4,3.7
LP421224,90,24,12,4.2,3.7
LP431027,90,27,10,4.3,3.7
LP441028,90,28,10,4.4,3.7
LP441030,90,30,10,4.4,3.7
LP451323,90,23,13,4.5,3.7
LP401034,95,34,10,4,3.7
LP401423,95,23,14,4,3.7
LP450832,95,32,8,4.5,3.7
LP450931,95,31,9,4.5,3.7
LP450934,95,34,9,4.5,3.7
LP451519,95,19,15,4.5,3.7
LP451520,95,20,15,4.5,3.7
LP400746,100,46,7,4,3.7
LP400833,100,33,8,4,3.7
LP400835,100,35,8,4,3.7
LP400933,100,33,9,4,3.7
LP401033,100,33,10,4,3.7
LP401230,100,30,12,4,3.7
LP401425,100,25,14,4,3.7
LP401522,100,22,15,4,3.7
LP401552,100,52,15,4,3.7
LP401622,100,22,16,4,3.7
LP420833,100,33,8,4.2,3.7
LP421225,100,25,12,4.2,3.7
LP421645,100,45,16,4.2,3.7
LP450930,100,30,9,4.5,3.7
LP451030,100,30,10,4.5,3.7
LP451225,100,25,12,4.5,3.7
LP451522,100,22,15,4.5,3.7
LP470837,100,37,8,4.7,3.7
LP400840,105,40,8,4,3.7
LP451421,105,21,14,4.5,3.7
LP400838,110,38,8,4,3.7
LP400935,110,35,9,4,3.7
LP401035,110,35,10,4,3.7
LP401133,110,33,11,4,3.7
LP401228,110,28,12,4,3.7
LP401524,110,24,15,4,3.7
LP402020,110,20,20,4,3.7
LP421130,110,30,11,4.2,3.7
LP430936,110,36,9,4.3,3.7
LP431426,110,26,14,4.3,3.7
LP450833,110,33,8,4.5,3.7
LP450838,110,38,8,4.5,3.7
LP451226,110,26,12,4.5,3.7
LP451423,110,23,14,4.5,3.7
LP481621,110,21,16,4.8,3.7
LP401323,115,23,13,4,3.7
LP400848,120,48,8,4,3.7
LP400946,120,46,9,4,3.7
LP400950,120,50,9,4,3.7
LP401040,120,40,10,4,3.7
LP401135,120,35,11,4,3.7
LP401428,120,28,14,4,3.7
LP401523,120,23,15,4,3.7
LP401525,120,25,15,4,3.7
LP401725,120,25,17,4,3.7
LP402120,120,20,21,4,3.7
LP402222,120,22,22,4,3.7
LP412318,120,18,23,4.1,3.7
LP422119,120,19,21,4.2,3.7
LP431230,120,30,12,4.3,3.7
LP441133,120,33,11,4.4,3.7
LP441422,120,22,14,4.4,3.7
LP450840,120,40,8,4.5,3.7
LP451524,120,24,15,4.5,3.7
LP451725,120,25,17,4.5,3.7
LP481324,120,24,13,4.8,3.7
LP481525,120,25,15,4.8,3.7
LP411039,125,39,10,4.1,3.7
LP421133,125,33,11,4.2,3.7
LP421724,125,24,17,4.2,3.7
LP401235,130,35,12,4,3.7
LP401429,130,29,14,4,3.7
LP451230,130,30,12,4.5,3.7
LP481037,130,37,10,4.8,3.7
LP401036,140,36,10,4,3.7
LP401430,140,30,14,4,3.7
LP401630,140,30,16,4,3.7
LP431038,140,38,10,4.3,3.7
LP401529,150,29,15,4,3.7
LP401633,150,33,16,4,3.7
LP402025,150,25,20,4,3.7
LP431720,150,20,17,4.3,3.7
LP451430,150,30,14,4.5,3.7
LP451525,150,25,15,4.5,3.7
LP452023,150,23,20,4.5,3.7
LP491133,150,33,11,4.9,3.7
LP492025,150,25,20,4.9,3.7
LP481523,155,23,15,4.8,3.7
LP402024,160,24,20,4,3.7
LP402032,160,32,20,4,3.7
LP402322,160,22,23,4,3.7
LP412033,160,33,20,4.1,3.7
LP451528,160,28,15,4.5,3.7
LP451628,160,28,16,4.5,3.7
LP451827,160,27,18,4.5,3.7
LP491729,160,29,17,4.9,3.7
LP401537,170,37,15,4,3.7
LP401730,170,30,17,4,3.7
LP401248,175,48,12,4,3.7
LP401432,175,32,14,4,3.7
LP421730,175,30,17,4.2,3.7
LP402028,180,28,20,4,3.7
LP450947,180,47,9,4.5,3.7
LP451632,180,32,16,4.5,3.7
LP461435,180,35,14,4.6,3.7
LP461730,180,30,17,4.6,3.7
LP472025,180,25,20,4.7,3.7
LP481140,180,40,11,4.8,3.7
LP401540,190,40,15,4,3.7
LP402127,190,27,21,4,3.7
LP481730,195,30,17,4.8,3.7
LP401058,200,58,10,4,3.7
LP401542,200,42,15,4,3.7
LP401736,200,36,17,4,3.7
LP402030,200,30,20,4,3.7
LP421635,200,35,16,4.2,3.7
LP422030,200,30,20,4.2,3.7
LP422122,200,22,21,4.2,3.7
LP422222,200,22,22,4.2,3.7
LP422525,200,25,25,4.2,3.7
LP451730,200,30,17,4.5,3.7
LP452323,200,23,23,4.5,3.7
LP471735,200,35,17,4.7,3.7
LP492228,200,28,22,4.9,3.7
LP411735,210,35,17,4.1,3.7
LP421430,210,30,14,4.2,3.7
LP491540,210,40,15,4.9,3.7
LP492327,210,27,23,4.9,3.7
LP402033,220,33,20,4,3.7
LP402441,220,41,24,4,3.7
LP402831,220,31,28,4,3.7
LP422228,220,28,22,4.2,3.7
LP442030,220,30,20,4.4,3.7
LP452030,220,30,20,4.5,3.7
LP452225,220,25,22,4.5,3.7
LP471342,220,42,13,4.7,3.7
LP402035,230,35,20,4,3.7
LP411166,230,66,11,4.1,3.7
LP421640,230,40,16,4.2,3.7
LP431446,230,46,14,4.3,3.7
LP451152,230,52,11,4.5,3.7
LP451830,230,30,18,4.5,3.7
LP452526,230,26,25,4.5,3.7
LP461535,230,35,15,4.6,3.7
LP422035,240,35,20,4.2,3.7
LP451545,240,45,15,4.5,3.7
LP481538,240,38,15,4.8,3.7
LP402228,250,28,22,4,3.7
LP402528,250,28,25,4,3.7
LP402826,250,26,28,4,3.7
LP422025,250,25,20,4.2,3.7
LP422227,250,27,22,4.2,3.7
LP431642,250,42,16,4.3,3.7
LP450868,250,68,8,4.5,3.7
LP451635,250,35,16,4.5,3.7
LP471163,250,63,11,4.7,3.7
LP472328,250,28,23,4.7,3.7
LP401845,260,45,18,4,3.7
LP402226,260,26,22,4,3.7
LP402824,260,24,28,4,3.7
LP422033,260,33,20,4.2,3.7
LP422326,260,26,23,4.2,3.7
LP452224,260,24,22,4.5,3.7
LP461842,260,42,18,4.6,3.7
LP471736,260,36,17,4.7,3.7
LP492328,260,28,23,4.9,3.7
LP452226,265,26,22,4.5,3.7
LP402530,270,30,25,4,3.7
LP401842,280,42,18,4,3.7
LP401843,280,43,18,4,3.7
LP403525,280,25,35,4,3.7
LP421555,280,55,15,4.2,3.7
LP451438,280,38,14,4.5,3.7
LP432625,290,25,26,4.3,3.7
LP482035,290,35,20,4.8,3.7
LP482826,290,26,28,4.8,3.7
LP401750,300,50,17,4,3.7
LP402040,300,40,20,4,3.7
LP402045,300,45,20,4,3.7
LP402334,300,34,23,4,3.7
LP402534,300,34,25,4,3.7
LP402726,300,26,27,4,3.7
LP421266,300,66,12,4.2,3.7
LP422040,300,40,20,4.2,3.7
LP422533,300,33,25,4.2,3.7
LP431842,300,42,18,4.3,3.7
LP451165,300,65,11,4.5,3.7
LP451348,300,48,13,4.5,3.7
LP451350,300,50,13,4.5,3.7
LP451646,300,46,16,4.5,3.7
LP451835,300,35,18,4.5,3.7
LP452428,300,28,24,4.5,3.7
LP452530,300,30,25,4.5,3.7
LP452628,300,28,26,4.5,3.7
LP462622,300,22,26,4.6,3.7
LP471937,300,37,19,4.7,3.7
LP481449,300,49,14,4.8,3.7
LP481738,300,38,17,4.8,3.7
LP482530,300,30,25,4.8,3.7
LP452728,310,28,27,4.5,3.7
LP482424,310,24,24,4.8,3.7
LP442630,315,30,26,4.4,3.7
LP402535,320,35,25,4,3.7
LP403030,320,30,30,4,3.7
LP422535,320,35,25,4.2,3.7
LP452533,320,33,25,4.5,3.7
LP462040,320,40,20,4.6,3.7
LP482429,320,29,24,4.8,3.7
LP491360,320,60,13,4.9,3.7
LP422536,330,36,25,4.2,3.7
LP432827,330,27,28,4.3,3.7
LP461840,330,40,18,4.6,3.7
LP471360,330,60,13,4.7,3.7
LP482725,340,25,27,4.8,3.7
LP402827,350,27,28,4,3.7
LP442336,350,36,23,4.4,3.7
LP452535,350,35,25,4.5,3.7
LP481547,350,47,15,4.8,3.7
LP482829,350,29,28,4.8,3.7
LP482830,350,30,28,4.8,3.7
LP423030,360,30,30,4.2,3.7
LP452043,360,43,20,4.5,3.7
LP453030,360,30,30,4.5,3.7
LP482827,360,27,28,4.8,3.7
LP451842,375,42,18,4.5,3.7
LP402050,380,50,20,4,3.7
LP402445,380,45,24,4,3.7
LP452045,380,45,20,4.5,3.7
LP462527,380,27,25,4.6,3.7
LP482930,390,30,29,4.8,3.7
LP401946,400,46,19,4,3.7
LP402248,400,48,22,4,3.7
LP402743,400,43,27,4,3.7
LP403028,400,28,30,4,3.7
LP403035,400,35,30,4,3.7
LP421468,400,68,14,4.2,3.7
LP423034,400,34,30,4.2,3.7
LP432535,400,35,25,4.3,3.7
LP432543,400,43,25,4.3,3.7
LP451565,400,65,15,4.5,3.7
LP452248,400,48,22,4.5,3.7
LP452538,400,38,25,4.5,3.7
LP452827,400,27,28,4.5,3.7
LP462045,400,45,20,4.6,3.7
LP483030,400,30,30,4.8,3.7
LP492929,400,29,29,4.9,3.7
LP493030,400,30,30,4.9,3.7
LP4949135,400,135,49,4.9,3.7
LP403335,410,35,33,4,3.7
LP492726,415,26,27,4.9,3.7
LP401574,420,74,15,4,3.7
LP401862,420,62,18,4,3.7
LP403232,420,32,32,4,3.7
LP423035,420,35,30,4.2,3.7
LP482536,420,36,25,4.8,3.7
LP482628,420,28,26,4.8,3.7
LP403040,430,40,30,4,3.7
LP442730,430,30,27,4.4,3.7
LP453026,440,26,30,4.5,3.7
LP402835,450,35,28,4,3.7
LP423040,450,40,30,4.2,3.7
LP431575,450,75,15,4.3,3.7
LP492540,450,40,25,4.9,3.7
LP403834,460,34,38,4,3.7
LP472740,475,40,27,4.7,3.7
LP402550,480,50,25,4,3.7
LP403442,480,42,34,4,3.7
LP423038,480,38,30,4.2,3.7
LP433040,480,40,30,4.3,3.7
LP442539,480,39,25,4.4,3.7
LP443040,480,40,30,4.4,3.7
LP452540,480,40,25,4.5,3.7
LP403540,500,40,35,4,3.7
LP412550,500,50,25,4.1,3.7
LP423043,500,43,30,4.2,3.7
LP443038,500,38,30,4.4,3.7
LP443048,500,48,30,4.4,3.7
LP452450,500,50,24,4.5,3.7
LP453045,500,45,30,4.5,3.7
LP412742,520,42,27,4.1,3.7
LP453040,520,40,30,4.5,3.7
LP453436,520,36,34,4.5,3.7
LP483040,520,40,30,4.8,3.7
LP432745,530,45,27,4.3,3.7
LP453038,530,38,30,4.5,3.7
LP402949,540,49,29,4,3.7
LP463438,540,38,34,4.6,3.7
LP401870,550,70,18,4,3.7
LP402260,550,60,22,4,3.7
LP452550,550,50,25,4.5,3.7
LP453046,550,46,30,4.5,3.7
LP482933,550,33,29,4.8,3.7
LP403841,560,41,38,4,3.7
LP442839,560,39,28,4.4,3.7
LP482059,560,59,20,4.8,3.7
LP483433,570,33,34,4.8,3.7
